Timestamp,16:04:17 2019/05/27 SS-110_1137,Timestamp,16:04:17 2019/05/27 SS-110_1138
Units,Relative,Units,Relative
458,200.802586668,458,8.15406740065
459,201.201662162,459,8.12986395407
460,201.479850634,460,8.16218242478
461,201.289576338,461,8.16469461704
462,201.344018412,462,8.23086060847
463,201.472124086,463,8.26225868038
464,201.852235971,464,8.22676813268
465,202.262025044,465,8.28070238549
466,202.253020325,466,8.31044639807
467,202.484359587,467,8.32236692998
468,202.411011596,468,8.30018938232
469,202.356180337,469,8.37624180801
470,202.69525637,470,8.38423362709
471,202.752402268,471,8.38739542905
472,202.756308307,472,8.42470381081
473,202.863845479,473,8.41337658233
474,202.857184082,474,8.45063680312
475,203.112728892,475,8.44657537292
476,203.41566986,476,8.50425257611
477,203.797889877,477,8.52902685574
478,203.449897975,478,8.52456446047
479,203.517004663,479,8.60338486177
480,203.638962468,480,8.60161654307
481,203.357443826,481,8.60122671109
482,203.32300224,482,8.58515096553
483,203.345236211,483,8.64242955389
484,203.430553827,484,8.64649473188
485,204.154999391,485,8.65784933685
486,204.141188441,486,8.64593130498
487,204.110400591,487,8.77980062117
488,203.600574804,488,8.81760584785
489,202.721194043,489,8.75318100958
490,202.47364582,490,8.82717313478
491,202.370220764,491,8.84804599965
492,202.353613411,492,8.88921163725
493,202.198833863,493,8.90879171307
494,201.734806346,494,9.01688448279
495,201.449181187,495,9.01143835168
496,201.456072159,496,9.06863733897
497,201.644745355,497,9.15462928684
498,201.468276951,498,9.18056485932
499,201.826685804,499,9.25878744385
500,201.718450429,500,9.3773231448
501,201.896153023,501,9.49517875366
502,201.980954107,502,9.53271914834
503,201.836127895,503,9.66389007581
504,205.350868893,504,9.74623472861
505,198.678144005,505,9.83940278954
506,194.799721157,506,9.95124637336
507,196.200844794,507,10.2471709364
508,196.366849213,508,10.3726468852
509,193.939276966,509,10.4709297477
510,193.509377276,510,10.6406019674
511,191.075570841,511,10.7899065918
512,191.049258787,512,10.9743773246
513,192.977051388,513,11.1404458175
514,193.232771685,514,11.5712167734
515,194.44056198,515,11.7856767269
516,199.721436457,516,11.9780228078
517,203.234337092,517,12.2267218888
518,203.642145749,518,12.4393116645
519,197.716535053,519,12.6825783567
520,185.366408736,520,12.9877149462
521,181.540166918,521,13.4915851014
522,180.400952114,522,13.8052534434
523,177.966751724,523,14.0280573975
524,177.094913194,524,14.2864246612
525,175.245769467,525,14.5923020403
526,180.718150456,526,14.8306713932
527,182.847907853,527,15.0424651803
528,176.522500391,528,15.3363140871
529,172.925534969,529,15.8639175124
530,171.415425815,530,16.0028628124
531,169.584731649,531,16.2168920279
532,171.47145746,532,16.4219512594
533,174.023065337,533,16.6028697896
534,173.057111302,534,16.8776681906
535,169.528076677,535,16.9239009287
536,167.328323611,536,17.265180742
537,168.21996624,537,17.4300022267
538,168.221349109,538,17.5176536978
539,169.790661579,539,17.6409133575
540,172.254491837,540,17.7329226244
541,173.49728765,541,17.8156674268
542,172.169507708,542,17.974816113
543,171.390772761,543,18.0632776995
544,168.406803681,544,18.3414349943
545,167.969145136,545,18.3766774687
546,168.198278478,546,18.4964374746
547,167.388371623,547,18.6283758744
548,168.197313264,548,18.7072157419
549,166.772899923,549,18.7919961533
550,166.302592937,550,18.9091650737
551,165.662148481,551,18.9880346075
552,164.906994512,552,19.1187155222
553,163.232534094,553,19.2431941656
554,162.019874259,554,19.2777564258
555,161.115862652,555,19.3034255877
556,163.231168311,556,19.3398946242
557,162.918475086,557,19.3368411736
558,165.37564023,558,19.3299692249
559,166.179914875,559,19.3474761019
560,166.534542441,560,19.3041941538
561,165.225783348,561,19.3044886368
562,165.074855795,562,19.2874869749
563,165.328482396,563,19.2273368651
564,164.260176095,564,19.2070178501
565,166.416335248,565,19.15290598
566,167.44012708,566,19.0938165051
567,167.601429149,567,18.9814331578
568,168.101856591,568,18.8843875767
569,169.657932075,569,18.7002451289
570,170.257693393,570,18.6513446269
571,169.715253142,571,18.5517935199
572,168.6526558,572,18.4577265253
573,166.43174433,573,18.3813251749
574,166.140344744,574,18.2488988808
575,167.719943141,575,18.1638027564
576,168.207474014,576,18.0782807727
577,168.34280416,577,17.8720051824
578,167.356731595,578,17.8794489823
579,165.705108057,579,17.8001123152
580,164.064182754,580,17.7322710332
581,162.209685025,581,17.7197018277
582,160.532904338,582,17.6722183345
583,158.932720446,583,17.6474180296
584,160.084317511,584,17.5909550271
585,160.003647371,585,17.5273406347
586,162.399343687,586,17.4779555094
587,164.818246723,587,17.4925094955
588,172.07177264,588,17.490046228
589,174.588984115,589,17.458016914
590,176.214291096,590,17.4086849175
591,172.403832108,591,17.4215633699
592,170.38113354,592,17.4575964409
593,169.211259986,593,17.4220252561
594,169.498089638,594,17.4531822263
595,169.092082419,595,17.4888542508
596,169.37213414,596,17.4806710179
597,166.477847842,597,17.4818544234
598,165.605387142,598,17.5444031633
599,164.597558855,599,17.5222336206
600,165.536943789,600,17.5346819884
601,165.639471739,601,17.5382913361
602,166.114294663,602,17.5418976948
603,164.593867617,603,17.5774543529
604,162.81876144,604,17.5917657107
605,161.826757684,605,17.5591781024
606,161.751129944,606,17.5010247511
607,162.536178442,607,17.504991338
608,163.847685126,608,17.4252229275
609,165.799515873,609,17.3652368925
610,164.904976145,610,17.3184724307
611,165.315367877,611,17.2878943758
612,164.659627348,612,17.2738517839
613,166.542462615,613,17.2180061606
614,166.844256534,614,17.072778169
615,169.171223488,615,17.0049186315
616,169.297760141,616,16.9299691863
617,169.176731887,617,16.9073171852
618,167.797600638,618,16.8486860684
619,166.972969608,619,16.8051553138
620,165.847730256,620,16.8027283475
621,166.562701374,621,16.7561420225
622,167.594848992,622,16.7450124111
623,170.143784219,623,16.6972057501
624,171.005597393,624,16.7221212913
625,171.808568707,625,16.6797844158
626,171.713039223,626,16.698155512
627,174.686799457,627,16.7325949947
628,175.423287451,628,16.749005299
629,175.257643005,629,16.7713638669
630,177.503480752,630,16.8054334463
631,176.429019243,631,16.8076581125
632,175.657218453,632,16.8132101362
633,174.447029921,633,16.8600947548
634,175.428137087,634,16.8290517018
635,174.949623234,635,16.8582701191
636,175.529685423,636,16.7505684659
637,175.436920333,637,16.7123372246
638,175.386828679,638,16.6572720746
639,176.618981423,639,16.5598071082
640,178.317503546,640,16.4890065267
641,178.749773745,641,16.3614895191
642,178.922520765,642,16.2565880722
643,180.103811526,643,16.1304752308
644,181.088858359,644,16.0444340044
645,181.927698204,645,15.8855809311
646,184.723773273,646,15.7770062322
647,186.621767895,647,15.5387674481
648,186.832700604,648,15.4651299285
649,190.16731607,649,15.3359887644
650,188.357225554,650,15.2767529488
651,187.750060819,651,15.1881429357
652,186.841743156,652,15.1544384855
653,185.964187546,653,15.1337606475
654,189.702269618,654,15.0845689071
655,199.417848625,655,15.0495025834
656,206.328415221,656,14.9616328605
657,206.433225675,657,14.9420217687
658,198.022437458,658,14.8793737663
659,194.026596288,659,14.6761192679
660,189.506247808,660,14.6263107163
661,189.778592132,661,14.5261941211
662,191.999144925,662,14.3818275896
663,192.311806888,663,14.3233793579
664,192.473566159,664,14.1955525482
665,193.819801899,665,14.0744931461
666,193.977090621,666,13.9928857932
667,195.755770633,667,13.9167075275
668,196.198062179,668,13.8055562586
669,196.596284574,669,13.7638452698
670,199.189801926,670,13.695384961
671,199.590188676,671,13.6598645553
672,200.86753011,672,13.6468249234
673,201.80657003,673,13.6342969061
674,201.986853112,674,13.6059858026
675,203.417160246,675,13.5819942644
676,203.863560904,676,13.604483278
677,205.591009472,677,13.5935532995
678,205.46213195,678,13.6031315082
679,206.813632146,679,13.7124596912
680,207.041602344,680,13.7212320713
681,208.404345388,681,13.7947706774
682,210.13098601,682,13.9177277674
683,211.221922414,683,13.9597469742
684,213.741101115,684,14.134656918
685,216.079428856,685,14.5822056878
686,217.329667802,686,14.8320743915
687,219.282768174,687,15.2004882907
688,220.883338723,688,15.7605135487
689,220.203901252,689,16.1885166071
690,219.823231375,690,16.7347759338
691,219.305197137,691,17.3556977345
692,219.004292239,692,17.9675839538
693,219.275058557,693,18.7006743909
694,219.390874374,694,19.482673045
695,219.271717037,695,20.4222218042
696,218.654744076,696,21.3800131583
697,217.893163281,697,22.3506174052
698,217.896167109,698,23.3489294376
699,218.450504104,699,25.5544605511
700,218.627240683,700,26.6701268306
701,219.051619918,701,27.8176809069
702,218.600908911,702,28.9877980214
703,218.607581645,703,30.1271872348
704,218.017760708,704,31.2355351132
705,217.912720704,705,32.3350744783
706,217.602874534,706,33.4645121596
707,217.07894118,707,34.4899681079
708,216.906871911,708,35.5475501784
709,216.803907629,709,36.613558995
710,216.753850614,710,37.62741006
711,216.49296119,711,38.7091588427
712,216.707776798,712,39.7686733394
713,216.417673233,713,40.8776022094
714,216.630943733,714,41.9750060067
715,217.006229298,715,44.0984437714
716,218.311106187,716,45.1939732271
717,219.862956487,717,46.3099479118
718,221.508609533,718,47.3806854888
719,222.533579942,719,48.4958280331
720,221.073930347,720,49.5919307219
721,219.975888585,721,50.6912669342
722,219.665639943,722,51.6617981273
723,219.893923005,723,52.558286551
724,220.178269032,724,53.5097495159
725,220.215753877,725,54.6070310184
726,220.427380348,726,55.5304406271
727,219.790340003,727,56.4828880655
728,219.752816057,728,57.509052592
729,219.193080344,729,58.3397251683
730,218.865101045,730,59.0782758297
731,218.009233694,731,60.6753347654
732,217.122853868,732,61.3148238328
733,215.978363618,733,61.8749724163
734,214.89011611,734,62.4830402124
735,214.183198052,735,63.0690898051
736,213.7539153,736,63.7656240543
737,213.498401952,737,64.3599899953
738,212.841859152,738,64.8547526065
739,212.277033125,739,65.2378165771
740,211.708216128,740,65.6581130705
741,211.263454731,741,66.1869663271
742,211.210987315,742,66.6221021126
743,210.66794842,743,66.980307367
744,210.429925764,744,67.3372583898
745,210.332872374,745,67.7529618321
746,210.21906805,746,68.1218145297
747,210.072044923,747,68.8898439871
748,209.870596271,748,68.9563795127
749,209.786735358,749,69.2606568698
750,209.848534279,750,69.7382250888
751,209.677578429,751,69.906600875
752,209.599229024,752,70.1048482573
753,209.547164892,753,70.2231063222
754,209.656773219,754,70.3481912167
755,209.549707082,755,70.4846989015
756,209.812537151,756,70.6058544228
757,209.899736613,757,70.6074855162
758,209.980679292,758,70.8125581448
759,212.848976533,759,70.9059779005
760,214.730333329,760,70.8385081108
761,215.948212997,761,70.8872499243
762,216.982504536,762,71.094349644
763,217.864318631,763,71.6828072881
764,217.524388486,764,72.3711837908
765,216.648206541,765,72.9347727591
766,215.107660195,766,73.2371856443
767,213.855038087,767,73.2190844233
768,212.572810883,768,73.3087326081
769,211.623014969,769,73.0321407495
770,211.289781271,770,73.0175719502
771,210.915203709,771,73.0009872464
772,210.949785856,772,73.1446002185
773,210.819935147,773,73.1986404623
774,210.936786314,774,73.361364656
775,210.923113159,775,73.4382104325
776,210.671784964,776,73.428219414
777,210.809612205,777,73.6664747072
778,210.793678265,778,73.7076182949
779,210.815610916,779,73.7529876078
780,210.779698646,780,73.6360387217
781,210.558611374,781,73.8116558349
782,210.894052126,782,73.679923338
783,211.097398318,783,73.7110933878
784,211.403469625,784,73.9166024324
785,211.753238348,785,74.2097824199
786,212.164878149,786,74.726332369
787,212.278479131,787,74.9562273698
788,212.579407457,788,75.1888811562
789,213.028601641,789,75.1749527955
790,212.982763814,790,75.1727088263
791,213.284139014,791,75.0941021432
792,213.033268742,792,75.1440989625
793,212.715849188,793,75.3314411568
794,212.814050413,794,75.6345568809
795,212.837035904,795,75.8805073624
796,213.070208407,796,75.5288211174
797,212.600484676,797,75.3310638063
798,212.735804502,798,75.3933227035
799,212.603772647,799,75.3347735731
800,213.114934335,800,75.4512551324
801,212.958016883,801,75.5058062774
802,213.223871773,802,75.441423852
803,213.3275604,803,75.4988991776
804,213.23352526,804,75.5807758611
805,212.732937655,805,75.5336123866
806,212.902237919,806,75.718691837
807,212.575171661,807,75.6363426355
808,212.674364424,808,75.8833282491
809,212.947362008,809,75.8988462074
810,213.021744776,810,76.1695716354
811,213.907900553,811,76.3415559366
812,214.412004865,812,76.6631875919
813,215.447207515,813,76.6525135766
814,215.882337176,814,77.0711941726
815,216.488734964,815,77.1167320341
816,217.526536816,816,77.4283900941
817,217.510822363,817,77.6175059973
818,217.735933814,818,77.367932643
819,217.279080924,819,77.5026438657
820,216.520629958,820,77.8171092322
Integration Time (ms),250000,Integration Time (ms),250000
Integrated Total,-,Integrated Total,-
PPF,-,PPF,-
YPF,-,YPF,-
PPE,-,PPE,-
Fraction of Total,-,Fraction of Total,-
R/FR,-,R/FR,-
Sensor Temp,-,Sensor Temp,-
